id,current_semester,current_cgpa,overall_attendance,at_risk
c604cd80-92e9-4f72-96ee-5f18f2411e2e,1.0,7.21,81.4,0
16a33464-ab52-4756-9a86-449f75b11a5f,6.0,7.99,92.8,0
57ed2e05-c77a-4f69-8cf7-78c8758232f0,4.0,8.5,60.1,1
a77cf863-61c0-4dc2-a0c0-8bc118253a33,1.0,7.51,80.7,0
30eee6e9-a212-4cd0-b537-21290b8b9e3a,4.0,8.24,95.7,0
dde68789-89a6-4de6-94f8-e8eb1a3f599e,6.0,7.24,83.3,0
18564a06-d03c-41ff-b809-34e413e95595,4.0,7.42,63.9,1
d83832f5-1734-4f7e-a563-3d72a275e1f9,6.0,7.03,98.0,0
81996176-e873-4bfd-ab3f-0c75096cbfff,1.0,8.87,86.4,0
9fe1bad4-ae63-4419-88ba-01dd166646c6,1.0,9.52,83.7,0
1ea716bb-9a0b-4bfb-8309-27f15f00dd30,2.0,8.03,69.4,0
1bdf28f3-3c50-45b0-a013-366712b36e1d,6.0,7.02,89.0,0
a8d38e72-9780-41a5-bf96-540ee5e6085b,1.0,7.15,94.5,0
51f87301-2d3b-46c7-b992-2d2a536a77c7,1.0,7.57,78.5,0
f79c9f07-a125-4b05-9813-9ece9d090497,6.0,4.94,72.9,1
c71ed509-d656-4e2f-8147-6f70e32ad06d,6.0,4.66,84.5,1
82853abe-eccc-4f08-a4bd-7545c118be57,2.0,7.7,71.2,0
f3304073-90ab-4af6-8d9c-7896102e6a70,4.0,10.0,79.9,0
fc73a073-b124-4bd5-bb86-7d25357071ed,4.0,7.98,80.8,0
66189ab4-7e6f-4424-9998-c750776e2aa0,4.0,7.55,76.6,0
bd787236-a7df-4f27-b9a5-5f483f9b46ce,2.0,4.5,93.3,1
17c3882a-6bfc-4535-beea-5c57a93bf0c5,2.0,8.69,71.8,0
1833c95e-89ca-488c-83f6-db55b15be6c9,1.0,9.98,72.1,0
510d08a6-65bc-4888-9ecd-7e637777e85d,6.0,5.99,70.0,0
fb5465af-b2ce-4889-bf1a-bb209b543f4e,4.0,9.35,71.9,0
19db61bb-5108-40fe-8cba-ad1acee0730e,1.0,6.5,98.0,0
916ea757-e807-45e5-a720-8767c5ee1cf5,6.0,6.72,65.9,1
cfb9f426-6c61-4aa5-85f6-271515a6c269,1.0,5.81,91.6,0
c0e077b4-548f-4c33-9a4e-b3722e77fefc,4.0,7.55,79.6,0
af537692-9020-4300-8c7a-5f3ebb8fd0ca,2.0,6.55,88.4,0
a5ac9296-e848-4351-bd7b-9dee39cea3ad,1.0,5.66,77.2,1
792afdf7-08ec-48f4-8bac-670a5347ed4c,2.0,8.82,76.0,0
5a6d4646-27a2-44b4-859c-b9fe24289a00,4.0,9.1,76.2,0
15bb0eaf-5b47-4e1f-90fe-a437c541116b,2.0,6.47,70.9,0
11a69a4f-88ea-4b47-a2a8-05e46b64f4d8,4.0,6.59,80.1,0
8a098256-3eff-4121-8bb8-b0e8705539b4,6.0,6.44,89.4,0
ef3f1624-7ab1-4a9b-939f-e677ebb360d0,4.0,7.64,84.9,0
3fcad028-d89e-42be-a18b-a94532a70a96,4.0,8.85,58.3,1
d1d451aa-21ca-4233-afd4-555637b49547,2.0,8.04,63.4,1
7db247af-6823-4298-b517-093dd0abbcb3,1.0,7.04,69.5,0
3d8801ff-0630-430e-a453-05824da0b9c0,2.0,7.43,94.0,0
70b10dd7-ddc3-4fdc-b7bd-dce70749210d,1.0,7.41,62.7,1
ebc71a0e-0ba4-4dee-9661-db64e672c294,1.0,7.26,89.6,0
28e36f0d-8920-44ce-9075-986fdbfe09bb,1.0,8.6,69.3,0
2a582e8f-eea9-4bfb-b2ae-152de1199ccb,4.0,6.24,72.3,0
561a6a88-564d-4233-bffe-48347352024f,1.0,8.68,80.3,0
e9ef10b0-1171-4bea-8423-43c5b49dbe57,2.0,7.89,76.3,0
dbac6907-6549-4f27-a048-d3f0f9f33b03,2.0,8.0,92.4,0
a95ff413-cfac-443c-ad48-0a89ddd9fa7b,6.0,5.98,80.8,0
2bdabcc3-2e70-4201-b02c-45a7cd76215e,1.0,7.17,66.4,1
cdf960cc-20f0-4ed5-b302-3416ee54ce91,6.0,6.29,88.7,0
742ed6d3-a679-4e0e-bf16-5bc8d9f7a191,1.0,5.61,86.8,1
cf387281-581c-4a7e-8889-09483c9a887d,1.0,8.2,77.6,0
947996c3-564a-4dec-b498-80fca7c5fef2,6.0,8.25,93.0,0
119148b9-3bd8-4d16-a1ba-2498025e7e5d,2.0,7.67,87.3,0
b9a45883-a739-48f5-9db4-571916cf5e78,4.0,8.03,78.1,0
4fb801ec-678c-4f37-b075-d58e3d1e135e,2.0,5.68,85.6,1
c3a5bedc-3e08-43a4-a155-5c47bcb81f19,4.0,8.07,78.8,0
0708a157-b514-40a7-b530-0db007b81a2d,6.0,7.32,69.5,0
58eb9d6f-18ec-4cdc-9da3-0b4b778443b2,4.0,8.11,92.3,0
d8104ec1-8cad-4404-9997-2dcfe3a0d2d7,4.0,7.93,74.3,0
2432e57e-0407-462e-8663-cc56f1dfd154,6.0,7.88,78.4,0
9cfbfbf7-f5bb-495e-abc8-561307573cd6,1.0,5.94,90.9,0
1e467b4d-2a27-4953-84ca-3186375fc486,1.0,6.92,79.6,0
c0ea9146-1cce-4934-ab7f-bacaf6884e35,6.0,6.81,74.2,0
5b235b87-58a4-48b8-8604-736ba413acae,2.0,8.23,94.2,0
475036e4-6583-4e14-bf46-a1d0b9957a94,1.0,6.92,67.4,1
1e7696b9-23a1-4c71-aae4-74468d8ccaba,6.0,4.5,94.2,1
c6617192-683f-4679-9385-97a56662d2df,6.0,6.91,81.2,0
e614247c-70a3-4902-afa8-4576857d67f0,6.0,7.46,83.7,0
90f66b5f-7659-49c7-94ba-f10f0897b1ee,6.0,6.87,71.1,0
44cd8e9b-17bd-4a74-8b3f-cb8b844abb94,6.0,6.9,59.6,1
24b49df4-206a-4308-a1de-991983ec1d76,2.0,8.32,95.1,0
b6eabf04-0b2a-4be6-ab3e-4d19ebdc3e6e,1.0,6.13,89.1,0
5a7326ad-a983-4333-975e-8f5cf239f7f4,4.0,7.09,75.9,0
79df76d3-d99f-439a-b8c9-3a3223c01ce6,1.0,7.33,68.7,0
33dd859a-b85e-4af1-ba10-852847124770,6.0,7.66,96.2,0
b7692caf-3ce0-4324-b3e7-e71753eccecb,1.0,6.64,77.6,0
1c58a4bd-69ae-4d4b-9fd8-77454795b634,4.0,7.92,83.3,0
32c7f8d3-d121-4f2a-b7e2-8353d5d728da,4.0,5.95,85.4,0
d2a60c24-4820-4d1d-8293-7cb77ec3144a,1.0,6.43,87.1,0
0ca18441-8ae3-4301-909d-69294c3c8a8c,4.0,6.69,76.3,0
cb99d9de-7aec-49d6-8165-ecf0ed2125fd,4.0,7.23,71.4,0
a84061a3-3fc6-4725-acbc-25eb3254213a,1.0,10.0,67.8,1
b21d7846-e4d1-4d9d-826f-a7fcf42d578a,4.0,7.84,89.6,0
af7efda8-abad-4afa-87b8-dd2ebc032bc4,1.0,7.32,70.3,0
c0c6c9fc-b0c4-461b-8289-78b176bc5daa,1.0,8.04,76.4,0
a2a233ea-4f6f-402a-956b-6db7782b6ef6,6.0,6.63,77.7,0
0c1b69a6-351f-46b8-aac1-cb2bcbc389a9,2.0,7.2,60.2,1
ee5fc224-6c59-4ddb-b91a-411803a28036,1.0,7.36,77.3,0
b5344a53-010a-4422-a779-e861dc881b3f,1.0,7.96,87.9,0
8288120b-c4d4-47c7-8b90-e41f7f56c0eb,4.0,8.01,96.0,0
9d92ae85-11e0-4446-99b3-0a8c090d5d1c,6.0,7.09,88.8,0
bd9a9373-eb55-4e9d-9c95-016a0b2be880,6.0,7.1,98.0,0
1f5620e1-bac2-4190-89cc-1945a52c4948,1.0,7.47,63.5,1
365a4687-3e1d-4d9b-879b-89931ae7ceda,1.0,4.89,59.3,1
75500e58-34d0-4a57-a948-5e06d86a38c1,6.0,8.06,72.0,0
ebd8fd99-8fea-4d48-a553-40d2796af2a4,4.0,9.11,78.8,0
7efefd76-9db9-47d8-993c-a364b768b43d,4.0,6.45,71.6,0
90383e7d-7839-458c-8058-db94e51aa7a7,1.0,7.18,85.5,0
5d73d650-ba2e-4f23-811d-9030da56caeb,4.0,9.78,61.9,1
d6010385-51c4-4a9e-a1d4-8cbcbb4dcdc2,4.0,8.36,74.3,0
42b5019d-ede1-43f8-ab39-8768fa454a81,1.0,8.95,87.6,0
741b6fb2-4fdb-4515-a545-ac9e79d07794,1.0,6.21,62.6,1
abde5451-01e8-46a3-83ab-265114261db1,2.0,8.12,85.3,0
f2a95b3d-ac82-43f8-bfb8-5e676d9dadb4,2.0,8.22,54.0,1
52dfa3aa-20c2-418e-adc3-dd23a70087c8,1.0,7.99,85.7,0
92f4fbc8-50ff-4ce0-8ccc-49b152ba9ce7,1.0,6.83,72.9,0
e800936c-b35a-4ac2-ab49-184cc4c1a6c9,6.0,9.24,69.7,0
edc01d5e-1387-4af9-bfd8-f6ecadee47d8,1.0,6.46,92.6,0
1b52325d-f9a2-4cab-bb5f-6e02021d7949,1.0,8.27,84.1,0
07e7ded9-5cbb-4a52-b079-a716069ac87d,4.0,7.8,96.4,0
49857ed5-6a7b-494c-842c-3a680967b69a,4.0,7.88,76.3,0
e53f543e-152f-4b55-adb6-cb5a85d4e3d8,1.0,9.05,75.6,0
c91ca2dc-0c8c-4c55-90f7-c2f9e16c093f,1.0,8.0,45.1,1
7e8354cd-c153-4e88-a9f8-db0ac6be958b,4.0,8.95,80.6,0
25a7956e-3c76-43af-ad92-c6a174d6b5d1,1.0,7.21,83.9,0
d51d66aa-0e64-4f01-a691-f1b7169d1be6,1.0,6.0,73.8,0
200c3d16-5001-45c6-9322-896b16a1dba6,6.0,8.08,92.0,0
59610b92-d90e-45f3-82af-36a2029b5490,4.0,8.19,82.9,0
88aa53a5-221f-42b9-89e9-1e957069cf92,6.0,7.4,81.9,0
0024cc2b-b9b9-465e-8a70-6fb0348afcb1,4.0,6.73,63.5,1
74fdba63-6dda-41bf-b3f5-b2c9a511ef58,4.0,6.59,73.7,0
2a1809dd-5e85-4323-9190-d203f33fb2a8,6.0,9.1,72.9,0
aeffd5c5-5f29-4091-be8a-ea2bb00b354d,4.0,6.79,81.6,0
d775fee5-06ef-48ea-afc4-817fbff83ccd,1.0,8.97,84.8,0
9fed4953-f4af-488f-adca-2e3051a756c9,6.0,7.53,73.0,0
353c83ab-7797-44a2-b291-ac914d1ff87b,2.0,5.84,73.7,0
1f58eb28-4a34-4c9c-ab2d-ace1494d1099,1.0,6.78,79.3,0
1aa0c5e8-1f1d-4280-ac46-ae40989b5c9b,6.0,8.89,70.8,0
448f9d7f-19cf-47a9-8fae-a872a8a0815b,2.0,7.2,90.0,0
c40edde9-dda4-49d1-aceb-f34caeedcca0,6.0,8.19,82.3,0
bf3bab5b-d911-45b1-accc-9068cc247a70,4.0,5.97,80.2,0
c73f1973-1fe2-4055-b2b0-0e0b615e9b86,2.0,7.47,96.5,0
d5ae9762-feae-4dda-b484-b12961a1c968,4.0,9.44,88.1,0
4154b673-3743-4021-a177-5bf305937e30,4.0,8.55,59.8,1
88bd303b-323b-4dcc-8d13-80b7b238e458,4.0,9.84,66.7,1
d694668f-77f4-468e-8e3a-426ca239c4c8,2.0,7.23,83.5,0
a9afb85a-ba06-4c1a-99d5-2da26a6a681d,4.0,5.15,91.4,1
fc64f279-7f37-4a0c-8666-63fea6ee3711,2.0,8.4,86.0,0
aa05300a-dfe1-4fe5-bd1c-75b153ccd355,6.0,7.53,81.4,0
8bc40b4b-faa5-4855-b20b-96d0bc6866f5,6.0,6.07,85.1,0
94278129-9587-49a6-a1c2-32d0da2d8903,4.0,7.84,81.8,0
79c66d62-85ec-464c-851c-fddacf105bd0,1.0,9.34,75.8,0
1e68384e-18a3-4186-9155-1704e8e46e39,4.0,7.41,97.3,0
72ffb51a-4f2c-4beb-89be-48644de71420,4.0,8.29,98.0,0
f5ff0a9c-ec9e-4df5-a568-063faa105a2e,6.0,7.01,75.3,0
ffabdd59-ccc8-4098-8bfb-06cad728e3f0,1.0,5.98,80.2,0
51fc8967-615e-45dd-ac13-838ef464278e,4.0,7.24,81.6,0
2c6f1d1d-78bc-4527-b6a5-006ea336e3c2,6.0,6.57,82.0,0
e3e54023-c0aa-49ca-9a5b-09a2edf79970,2.0,6.0,93.9,0
e4b232db-c745-4bc1-b4c7-e37c85f372fb,6.0,10.0,85.9,0
c338e056-2585-41f0-abb8-d65ecb53a70d,2.0,6.84,45.6,1
485c9553-463f-4962-82b1-f171ad8c70fb,2.0,5.59,84.1,1
c836a097-38a4-4060-af53-9c3b2eaa4bb2,2.0,7.19,73.0,0
5ae77cf9-84a0-4036-a4ce-e6c6bd930a81,6.0,8.41,94.3,0
6e45faaf-11a8-4055-b0b9-5e35beb79440,6.0,8.94,65.1,1
f40f5d2b-a245-42bf-aad5-0fc80d47cac5,4.0,6.95,93.7,0
2685b452-d129-4463-a739-3c362f4120c7,6.0,6.39,66.0,1
aeb81a28-905b-4064-a805-0a8384a9d1a0,2.0,7.21,81.9,0
f32c7625-4071-40d5-9354-ce93269e7e87,6.0,7.09,62.0,1
4f8ace03-2e04-4b18-8627-1ebba41de43f,4.0,7.24,66.9,1
aca7ceaa-6def-4e7c-be7a-2e5f8a48c140,2.0,8.11,79.4,0
ace83e17-34a2-4d4f-b078-852aba41c658,4.0,7.08,58.7,1
34e68226-d81d-40b3-bc05-41e178b298b1,4.0,7.52,69.9,0
b2fbba87-7a8e-47c4-b4ed-533c9e250d62,6.0,7.81,90.5,0
9f9059af-8f3b-43ba-b3b0-8972e2911d53,6.0,7.76,78.9,0
4e90571e-8d29-4026-98ac-70ef5babc57f,4.0,6.79,81.2,0
539f828a-a8b4-48f7-bd82-b6a031f44596,4.0,8.25,78.0,0
811c98a0-25c2-44fa-9c07-14c33bdcd376,4.0,8.04,90.7,0
c22956f4-b3a4-46af-bcbf-42c05e08acff,2.0,8.08,72.3,0
ed40ade3-3132-4839-ab4c-9622a8e92494,2.0,8.18,88.1,0
828d8c74-0036-4277-81af-d4700dfc81c6,6.0,7.12,83.7,0
825b1a2c-10a0-4580-82e9-2d9a53634557,4.0,7.96,63.3,1
0978d6d4-2569-4a6c-bcb2-82a95e2ed768,1.0,5.35,75.3,1
7380c0eb-edee-48e7-93bd-f24851bc903c,6.0,8.36,73.0,0
26061ff7-9b8e-4726-b727-d3b4a95d28bf,4.0,8.01,80.6,0
8c3fde4c-2d89-4665-8630-4d634cac6790,6.0,5.81,80.6,0
d5faef6d-1c0f-42d0-bd08-c6248a06652d,4.0,7.53,66.2,1
712ff425-dba8-4bb2-9d76-10c41a7aff9a,4.0,9.0,84.3,0
5498f25a-ee5d-470f-ad4e-77381e770e42,2.0,7.08,67.3,1
5c6cc2ed-3771-47f4-8f7f-556ebbe393b5,6.0,7.55,85.4,0
7c835fa2-3d85-4d9b-8397-bda38fa681da,4.0,8.49,82.1,0
c0ee9ff8-c659-4e90-94d2-978d4284b34a,4.0,7.1,92.0,0
387649e6-2b27-4ab2-8f64-a27e321d983f,4.0,7.0,98.0,0
f0aa3c56-1768-4dcb-906a-9e974944c482,6.0,9.39,76.3,0
73246218-dea4-4b96-92ff-a3977ab84d18,2.0,5.75,88.5,1
8f0e6792-b0ca-4f50-9384-741138a75598,1.0,8.88,85.8,0
50d8dbfa-8647-4f4a-b95e-4cc2e88534d6,2.0,6.8,80.4,0
9f30ce9f-6e00-4afb-a85c-a4b2712dc148,4.0,7.82,93.1,0
c2b3bd72-a29e-4f8b-baad-79f8b1569908,6.0,6.7,80.4,0
a7311312-bdf5-4157-b29e-dd9d9d830bf3,2.0,10.0,75.8,0
996351d8-9c51-4c46-992d-6e82a35f3644,1.0,9.07,59.3,1
cc26aa44-21c3-4e9e-996a-07a135e1c8f2,1.0,7.2,98.0,0
bdccaded-65ea-4501-aede-7ce1561e758b,6.0,7.72,82.8,0
3c649419-c932-4826-ade9-8beb159a5559,2.0,5.72,81.9,1
239fc409-b6bf-40db-b7de-8a32df040920,1.0,6.9,87.0,0
4f238c69-d0d9-42af-9c9b-82743b861003,1.0,7.91,84.5,0
989d7365-227f-4bdf-b747-3bdbfd414519,4.0,9.68,85.9,0
2412b7f0-1aba-43e8-9d6c-63e430338438,6.0,6.83,95.1,0
f9e7f15a-7fdf-479f-9430-2473469d0752,2.0,8.38,76.4,0
c6c034d5-5398-438a-939e-c289746d58a6,2.0,8.73,71.0,0
255028ff-4668-4c76-b8c1-ba1e9a684c68,4.0,5.83,98.0,0
9bcf43b7-8331-4915-85f3-54f312f1dac1,2.0,7.3,78.4,0
4e3d90be-9d47-4eb7-8527-dba7131cc5e8,1.0,7.57,85.9,0
72d5d83c-8fec-4702-ad0a-f9ab6ed635ca,1.0,6.61,68.7,0
aa36fed2-9311-4264-aea1-aa7a54e0a7b4,4.0,6.28,81.2,0
1c933004-18b4-4b09-91b5-5fb685f133c8,6.0,9.57,77.9,0
aaa0772a-6377-4153-88e1-221fe96680f6,6.0,6.45,68.8,0
4c126d58-064d-4d70-84b0-887308fe829a,1.0,9.18,92.8,0
25e537ea-d4ab-4819-a3e8-d4b4f0bb3903,6.0,9.35,71.4,0
6c9046dc-39db-409f-9220-abe036a1d722,6.0,8.41,71.8,0
006401e0-058b-4699-baa5-b419dc78f05d,2.0,8.15,91.1,0
2da760e9-22f1-4f8c-a9a6-f8c8558e9057,1.0,8.58,89.8,0
87410cc3-bbe5-4881-919c-09472ff3064d,6.0,5.98,64.3,1
88f418e6-ad4a-405b-95ef-10c82ae97bdb,6.0,6.29,69.2,0
53552857-59bc-466b-a1aa-8c218ba3668c,4.0,7.57,98.0,0
3775ddfe-542b-45fb-a34d-ec5a98bfaf13,2.0,7.98,81.6,0
e4fb146f-009c-4621-8475-18b825dfaed7,4.0,6.88,98.0,0
1e52497b-9585-49ec-a05f-d7706f227e68,6.0,6.21,85.1,0
e19d336d-aa2a-4ae0-8d0d-6ce195c50a6d,4.0,6.62,98.0,0
01fea676-9226-4a49-8484-5dff4b3f11df,6.0,8.47,93.7,0
124dceff-3c91-42c3-8220-e02831b43603,2.0,8.03,83.6,0
31e3f3ba-8f9f-4a2f-b1dc-3e9a16e5e23b,4.0,8.46,75.6,0
908f83e1-34e3-4886-b25f-a103833e1ea9,4.0,8.15,98.0,0
674ffc0a-b3fa-4f84-b5a0-a91760b1afd8,4.0,8.73,74.9,0
0b25c661-ff77-493a-b329-c748086f4578,1.0,6.0,84.6,0
7df02ce8-fc7b-412e-ad7e-79fe3ac43f53,2.0,6.92,81.7,0
77688f13-f461-4068-978d-de811e64bdeb,2.0,8.04,86.1,0
e150210e-4261-49f2-9ca7-42775e792749,6.0,6.17,88.3,0
e44ca2c0-d1fc-44e8-b7da-0e1a2cb904ba,1.0,6.87,67.8,1
dda48d31-eb02-40e9-a9aa-17e78292ff54,6.0,5.84,82.9,0
90d9e1c8-4955-4659-9353-f43091ce18c2,2.0,9.53,98.0,0
cea197ef-65f2-4abc-875a-6f10bfe68eb1,2.0,6.95,87.7,0
053d5def-ee0b-45b6-8cd8-05f2267d5293,1.0,9.22,55.1,1
3deff9b4-9ce6-4aad-b953-5cf97549fbb8,4.0,7.78,84.8,0
16534bf2-0d16-4c91-b0b1-9094a41f0a17,2.0,8.36,83.0,0
6700b1e8-4466-49dd-9de4-e192f1e8be86,2.0,8.7,64.5,1
86a73606-4478-4a0a-aaaa-7e5945a6df3e,6.0,7.31,87.7,0
3728d1bd-20ad-4d83-8488-6837ed777049,6.0,7.82,77.8,0
9961e233-8812-44dc-a981-9ea4af222498,2.0,7.47,69.0,0
e3af0ac2-a04c-42dd-897e-96b735f7954d,4.0,7.55,71.5,0
3d940377-7414-4e3d-abff-766ed92f88f0,1.0,8.81,65.7,1
0c523a8f-4ee9-4bcf-b0e9-e76ad844de86,6.0,7.85,76.5,0
fdf58cae-0644-4e4c-9972-556b5ec454b1,2.0,8.82,87.7,0
952cca8d-ad08-4c43-be67-26f68859a130,1.0,7.7,80.7,0
d54758a9-4aea-4cf8-a819-aabe2f9ebf22,6.0,7.0,98.0,0
f5c9d673-a59b-4d28-93f5-5bf8ff190380,4.0,7.79,85.0,0
8defb13c-8403-4126-8a99-4740c436baa7,1.0,7.24,57.0,1
b1124137-f9b8-426e-9d16-5e5cb2d4f347,1.0,7.18,79.5,0
a3565032-3161-4ceb-a9ca-3debb228dbdf,1.0,6.2,72.1,0
f8e9c3fe-8fe5-4410-83ee-6ea59a74cd4a,4.0,7.47,59.5,1
dc25282c-7907-472b-be6b-ce2031edf121,2.0,7.27,79.9,0
2087fdc0-1be2-45fb-be9a-411cfb58ffff,2.0,6.64,62.2,1
3cda6550-b193-4027-a121-b98ef8abab08,1.0,6.14,92.5,0
844acdfb-fe45-49ac-9229-a491069e94c8,4.0,7.23,95.0,0
38eac50e-05fb-4ee0-89ee-b62560d4882e,2.0,7.71,73.6,0
43992529-cb0e-49b2-86d4-54a8f6ad29ae,4.0,6.73,79.8,0
73c8db3c-e7a5-45b3-ba1e-762176eb85b8,6.0,6.59,80.7,0
e7b8fef7-567c-4411-b98c-58471a5b9d49,4.0,6.82,85.8,0
8727ca9b-158a-4ea3-8744-5f4027c7fab2,4.0,10.0,83.6,0
f04b8902-882f-4f72-a783-6ad515494059,4.0,5.74,72.0,1
1d6a36b0-c409-417a-881f-240e2f3dad80,2.0,5.86,72.2,0
76f1616e-8584-49b8-b426-b150b5817bf0,2.0,5.58,78.1,1
18e5f828-f968-43e2-98e3-eba147568b49,6.0,7.46,63.3,1
2907461c-f765-4d3c-a834-1d95facf9fa0,1.0,6.76,67.8,1
23bbaff9-5ceb-40e8-82b6-8b7759c21a0d,6.0,8.08,65.7,1
2f3688c9-3972-4d98-b2be-e985145a4c5f,4.0,4.5,67.6,1
e0293299-fbeb-41d6-8c55-e01f5e5dbd41,4.0,7.41,78.6,0
1901ec18-eb4f-4612-96c7-ef1d391b3e03,6.0,6.97,90.5,0
154be4f1-64e5-427b-874e-744338d4b508,4.0,5.54,77.3,1
5d5636b6-fe1c-46cb-8a21-efdc25c97705,1.0,5.78,91.5,1
b1ec3a10-62ca-4b22-a016-f0e5ab78c2ef,2.0,9.1,81.9,0
1244440a-6c7d-4105-9927-562b372559b5,6.0,8.52,77.3,0
af4ecbdd-45ad-48ea-a7f1-a19d99eecb3a,2.0,6.54,66.7,1
c98e0eb6-4b14-425b-9976-1b907ea572f4,1.0,6.8,74.2,0
52b96134-0a0f-4566-8b5f-1226a719dfc6,6.0,9.65,84.5,0
5856cb04-0d08-41ea-95e0-2791443952ca,4.0,9.35,92.5,0
a5b90708-36f3-4ba6-809d-bbb957aab438,1.0,7.54,63.5,1
fa9f08dd-6919-4664-90de-beb5a46b6347,4.0,7.87,90.5,0
55a828a2-4d99-459a-9a6b-d6b461a34f72,6.0,6.17,66.6,1
049b8b04-7223-426b-a8f9-2815a5f1ec17,4.0,6.16,53.3,1
22522b91-3559-400d-8fbb-e0cd91c2baeb,4.0,7.81,67.3,1
3025c386-fa91-45a6-95fa-9e9f6a93114e,4.0,8.82,82.9,0
eb7f0c89-0787-41db-8aa7-4d591a8ca66d,6.0,7.89,73.9,0
78ff812f-a481-42a9-b220-0b36f39b6319,1.0,6.29,69.1,0
7bc5ff4a-706c-4ef6-8f1a-21b041cd2f0f,2.0,6.69,82.0,0
b2914819-2d04-4f53-9154-1af4429f8b13,4.0,5.23,79.3,1
635bc047-5d93-4e7a-afd4-1810898d7b28,4.0,7.35,81.7,0
d3e507af-21d8-46a0-88af-05633d6b7c70,6.0,9.47,81.7,0
cf788c24-e1e6-43c7-9cc6-53ec69c3ef60,4.0,7.85,82.2,0
d23e07b5-474b-417a-a078-b3b57f4004f5,6.0,7.69,96.6,0
6f88cb0a-8210-411f-a0ca-7404903ad8ab,4.0,6.49,81.9,0
4a142a35-c426-44b0-ae93-48a441ecc876,1.0,6.44,65.1,1
13e6c5d2-d2f3-4d3b-85c9-ceab172c9dfe,2.0,7.59,69.5,0
b10c4705-1374-498e-b588-8b6e814cddd2,2.0,8.92,68.4,0
07692f8b-0ff6-4fc4-84a1-6cfaaffc3d34,4.0,8.78,90.8,0
b8d7a204-924c-46fc-917a-cff4d10a590d,6.0,7.09,78.5,0
1af32531-4582-4867-a7f1-70e008610d62,6.0,8.17,70.3,0
f0a89b4b-9c8e-43bd-a194-216f27c7ab3e,6.0,6.33,75.9,0
1d120b48-52c7-42f1-9498-c395cda475ed,2.0,7.15,63.3,1
fd7bc3ed-564c-48e3-8af4-d47ec4b6adae,1.0,5.7,86.6,1
397ff6ac-450b-4dcc-8487-f7e3f3f3da49,6.0,9.46,78.4,0
1f260fb6-c6fd-4cdc-84ef-e27e79b5c31f,6.0,8.5,88.5,0
82fded1f-b2a4-4326-8d7f-3c6c5aa17bea,4.0,6.07,86.4,0
6906833a-ed91-44ef-9f39-cfa1ad466199,2.0,7.32,91.3,0
c9426514-1f43-4ec4-a1be-04036ec45c7e,1.0,7.09,77.0,0
07dbbf5a-9c42-4a2f-a99d-ef55e114f9f7,6.0,6.5,72.5,0
7d372ae8-b86d-43c6-9296-92c6222105e7,1.0,8.54,83.5,0
9725996d-ae2f-454e-9317-777d1dc37f50,1.0,8.34,75.3,0
33c5f727-dccf-4d56-b26d-056cf0cbdcf1,4.0,7.91,66.2,1
0590278b-4592-4c0b-ac3d-2d87a7a3309e,4.0,4.5,63.1,1
2052df68-0f4f-45a0-9cce-d4a6ad838770,1.0,7.08,85.1,0
d7122c6c-f0b6-458d-a742-c308cefb60fd,2.0,7.39,73.1,0
b8f2a8b1-9061-4f3b-b85a-dc4db4618dd1,6.0,8.9,70.3,0
ae9f84e7-e01e-49fe-9bca-05498774a11a,1.0,6.58,64.0,1
d4bd5a5b-0d76-4744-9c7e-d9d80146270c,1.0,6.01,64.5,1
7683985b-bda9-4f7d-9a08-f7e1811bc5e6,6.0,7.62,80.6,0
de27ac13-5024-496b-a19b-b5ab88869c48,2.0,8.69,90.7,0
