id,student_id,overall_score,technical_score,aptitude_score,coding_profile_score,recommended_actions
f5317768-595c-43ca-aa21-d01251d79dd9,f084fc33-aa1b-4930-84ca-c1544cf2ef6d,71.8,78.7,46.5,87.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
55d21b0a-a90c-4619-9985-a646f806fafa,af175c0c-15f0-44f8-81e5-ef8524d49392,65.0,65.9,63.0,65.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5f0c9386-418c-4cbb-900c-abf849294477,a14a6397-5b93-464b-b6d8-3ebbe5e7f1c4,78.7,88.5,45.1,99.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5e2491c0-d53e-48ca-8ce5-5de1b97494e7,7f323044-97ed-4628-84f2-587b2028e5c3,67.3,59.5,80.7,64.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
4e235c6f-b84e-4e27-a773-6598868086b5,b196267c-e9ec-446b-bb9d-7daaa27cc54c,67.3,71.6,70.8,58.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
06f95274-f4ad-4ad2-8f77-1eee8184a772,9129f6dd-8c42-4689-8390-b53442393f78,81.3,77.0,84.2,84.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9bef031b-4151-4512-aca3-401303a91393,861f280c-3cfe-4b18-9c18-3ecca68192af,81.4,83.1,91.6,68.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f7be8069-f144-451b-a1f2-7fb3e3598f70,009a5366-715a-44a4-a575-400171178811,74.5,79.1,71.5,71.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2c6ce833-fa04-416a-acf1-ecef73fa33b5,e309f6c1-3d89-4582-be44-594c355de08f,87.4,95.8,63.6,100.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f65d0081-022b-4ea7-88f6-8e87a9d1ab9a,2bf9d12f-2d2b-4f7d-be18-857095334cf6,59.9,66.1,51.5,59.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
6fc942f4-7176-4de7-a957-cbec07028dc6,98741a3c-0101-46f1-91bf-4e998872c26b,60.0,55.0,83.5,43.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
00141f52-4aa3-4430-916c-662cdf50e7f4,f81012b0-336d-475e-978a-62fa6bad2777,70.6,67.1,68.2,77.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
68e4c02b-c4da-40a9-8ae0-75a9f51258a2,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,82.7,79.5,93.4,76.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ad874ae9-15e6-4c2f-82a2-913deb49e93c,2827d682-37df-4ce1-bbf3-9a60813adb16,78.6,80.4,72.8,81.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8fe75245-ddf6-4691-8ac9-5bcb5bf8ae93,0271955f-73e9-486c-aa69-22c6b30e7255,68.2,67.2,65.0,72.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
6bfab36e-d6c9-4367-b63c-5f91942c6c38,9ffc5036-e640-4c0d-8ea4-34c012166d44,73.7,68.2,77.3,77.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
bfd069b7-773e-48c5-8470-8ec375dc557c,97b50ebe-91e6-4fb0-a91c-135abc8331ca,70.1,73.6,64.1,71.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
eb55e8b4-744c-47b6-9ac7-04b0f9e8c7ae,ad1c08a6-3a5d-4402-9394-1c067df9d095,63.2,68.3,57.3,62.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1349f263-575e-4b74-8d72-5b558030df3a,a44b713b-5de1-44ef-9d5f-dafe07c64fde,81.1,82.7,84.9,75.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
75ac9327-7ab5-4a49-9411-18beaff97593,6b1dadad-96c2-49f5-84a4-8c090c6ca578,46.9,45.9,46.3,48.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ca51272a-c8cd-4055-a528-604995aef1cc,5a180a68-54be-4b6c-af4b-9c4072b7383b,58.9,60.7,50.0,65.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
82c8f5b9-9707-4d5e-a38a-74addd1403c2,979c5139-8e28-4f80-9db7-faa090cfc4b7,60.5,50.5,74.6,59.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
97c8fe6a-6438-412b-ac30-2444ff961100,9e562acb-851d-41d2-9875-9842ea42fe88,81.7,74.0,85.5,88.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
038ae187-793e-49df-b5cd-b195b12fe458,2bda3d37-e0f4-48cc-9cc7-ee93364d80e6,64.3,64.5,68.9,59.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d682d9a8-2c19-471f-8f0a-c25de631ef50,b294feb3-9edd-4130-aa19-51ab3620f741,64.9,55.5,74.3,68.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
378e4be1-d931-4032-8002-e79d9317810c,dd718e4e-5783-46d7-993d-657fc25b4bc1,66.2,62.3,61.1,76.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f66f2c65-4ce4-4e76-b7cc-30e9a16db84a,bfa9803f-ace8-45c0-8031-109c494be49f,74.4,78.5,74.4,68.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
caf6ee9f-ca6c-4416-9a77-502c8b5f8ead,baf154b5-2d4d-4c0a-b4fd-2b05d2feb16e,80.0,77.6,83.5,79.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8e35282e-ffe0-4d37-b924-943d656a7457,e62b1509-924f-49ed-b148-ebe005f3b3d1,57.7,63.5,48.9,58.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9923143c-4acb-4665-83fe-d942bde921d4,392519ab-fef0-4af9-b669-0366ff089c3b,50.5,57.0,50.4,42.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
0403d5d2-475e-471e-8882-33e7e1cb058b,967e9c59-a0a5-4c88-a46d-25b7fcdf0d4b,71.7,81.2,50.1,80.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
bc1539a4-b7f5-4154-9471-4d3f809077f2,3ff7a083-bbb8-4966-a9a1-1124f6072d27,42.7,41.2,58.1,29.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b4050d22-50ee-4675-9477-0b83ae7713c3,ca37fdd3-d86c-4a59-be8b-20eb2ef37fca,61.3,57.0,66.6,61.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
482370c1-6eeb-46ae-b5a3-3299629302d9,53d735ae-0b66-4612-8de1-45b5b36f2c5a,55.3,58.5,59.9,46.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fb05b137-05df-4028-9581-61e152fc2a56,facb6741-3b79-475c-8523-b8c4a0ed17d9,75.0,72.4,78.1,75.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
c4513a4e-5c58-4475-a222-af5d0dee720d,3a834626-4b2d-40ad-af64-391d6d26242d,74.4,81.7,60.4,78.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f1a947e8-8034-4fcf-99c9-ed7b56d74fed,fe2ab766-c230-4fea-94cd-c699bfe2124d,53.5,56.9,47.2,55.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d94fe91d-d5ea-42c0-bd40-b0f581bfed24,87176dc9-9357-4050-9eac-33089f76d613,83.6,83.9,85.4,81.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1e405e74-7ac9-4d25-9dd7-e637b5e312da,9877e6b1-3dbd-4639-9554-23724ee2c71d,75.1,81.2,48.9,93.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
6726983d-f8df-4e18-bc7b-7625f8ddfd33,9467a5a0-7ccc-416c-8cae-944aed9f9320,87.9,93.7,85.4,82.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e2385f8c-9516-47dd-a5cc-a99f7f5e2f11,62c44b4b-e9cc-4962-aa45-cdf98a4d9d4e,89.5,94.6,90.7,81.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
11a37e67-b660-47e9-9442-cb701e9249e3,ae58e1a2-83a2-4a00-b180-ebf074387d60,66.1,71.1,52.5,73.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
677c1ea2-0589-4c08-8546-4bb12d40a405,a7e54863-172b-49ba-b337-e831cb190afc,76.9,83.0,58.2,87.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b1c93e29-1dde-4b9b-a56a-216b9616bb6f,2e581dd5-2c58-4883-b47d-a38757a9ae2c,67.0,55.2,88.9,60.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
542a643f-30e5-41dd-a008-4b382f39cd7f,19e7e30a-9014-48e2-97a8-a82136a65209,70.0,67.7,69.6,73.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1e4d820b-ca1f-46ec-bcb1-3b1ef08f27f8,148f981d-05e3-45d6-a6a5-884a8ec8b09f,75.5,77.8,65.8,82.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2e92f056-2159-41e8-a249-e20745e77ee3,6084b88e-7a2a-41e6-9c65-b0272b99019d,71.1,75.6,70.8,65.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
874dbe0f-1c72-4b96-bbdc-52c01fc4ce22,108be8c2-c46c-4508-8eee-90d4ecbb7007,63.2,71.7,47.5,67.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
3a00dde4-493a-4181-aa8a-c754ddad36ed,67319a27-1f17-45dd-9c7b-047d2b7b4bd5,55.6,51.6,74.7,41.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
040a264a-cc94-4ebf-9243-3458f4746022,5a29a8d1-4006-4a46-a1cd-46c3bce70e8d,71.2,78.5,64.3,68.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f451e683-6f55-4295-82ab-7f7fd2e68f8e,891d3a1b-102f-4954-b3c7-bd714661e911,76.3,74.5,77.4,77.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d67a1ff8-0054-4ae9-b646-183afd204052,ce7c0672-b2c4-47ee-a04c-b9c605806d05,77.7,74.0,87.6,72.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
099e815d-c1bf-4f0b-b2b7-81d34a6dea94,1f111f32-6dea-4fb2-8266-3afcc57e1bda,69.7,70.3,74.7,63.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8e692020-bed4-4e05-bdbf-8a0fff34abaa,74abd212-9d4f-46c8-be47-9e8f5727300d,77.2,68.7,92.6,73.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
523c0e33-71a2-47ad-9316-fdf5be7e2f9e,02eb3988-d904-491b-a8f0-624840cdfd5b,88.8,90.1,79.0,96.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8d4b37b4-71b1-4872-9839-6cb06c22c2a4,5c7d2b4f-8d36-4f85-bc52-905eb86c5725,67.9,72.5,56.1,73.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8ce33d9b-78a4-4778-b4c6-87f88236711b,183ec393-673a-4381-a789-805b44ed63d0,65.5,74.6,51.4,67.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f770c9ea-a81c-40fe-9c40-c987a4c242a2,2a74a1f7-4817-49e3-aa83-fe858c9309e7,74.7,70.1,89.3,66.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
456b3b47-3651-453d-b637-584eac86c1ef,40a61690-bf42-4f59-b592-9457a1d8c464,63.2,55.6,70.0,66.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
30b72262-cb3a-4bcf-92ad-35217bac9468,4a9797d1-c415-4454-a869-91ae222216c6,76.9,71.6,80.8,80.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f0730852-cb11-411c-8894-af5f3892db1c,ff722687-67d6-48c9-9bc2-b0310632a222,70.8,74.8,53.4,82.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
0b247125-489a-4f0a-8068-03244de2d633,f30d26fc-0427-4381-98e0-0e50c28045fb,53.5,60.2,46.9,51.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ecd38e1f-d3ba-4844-ae45-a771bd29dc15,5f40dab2-cc69-49e5-b14c-2f5b4034448f,71.1,65.9,88.8,60.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
6e4589fd-ba8e-4b5e-8c9f-f77d91ef96d1,7298b618-497f-42ee-9e4d-78d5ac898fa2,80.8,85.4,74.8,80.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
735f8efe-1125-43d9-9b3d-60ed7af29ede,3afa5079-75dc-467c-9d00-4ffc5a3d10aa,63.2,60.2,81.4,49.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ab7b82c4-994a-4867-9691-8d3c658694b2,b1a50bdf-1d4f-4ed0-9195-752c75f7fff5,82.0,80.6,77.0,88.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b175de3a-c4a8-472e-ae23-d58ce682bb4f,67c69404-4b2a-40a7-b081-d7b9858c2021,64.4,65.4,65.8,61.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e9f0fb7a-3d08-4272-b974-067f26a6d8ef,f0b5b045-aa4c-4d6f-a659-650cbaaecb75,69.0,68.1,78.1,61.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
de18e081-40b7-431a-ad5d-901551492266,819fbb44-a47d-4268-b4fe-07a08755c05e,76.0,68.4,83.9,78.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2d86b97c-9955-4368-925c-e7b6307a3fb1,884f29c5-f10f-4219-a7b2-a143e98d99c0,75.6,81.8,69.0,73.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2ee827c3-f33e-4037-9de4-c61fbe33ec40,800dadeb-a4b5-4ab3-91c8-1725ae3fdb6b,71.2,83.4,50.1,76.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
4de64a29-e3d6-4d65-abf5-91ac77128ea7,e61fd452-72da-45f6-b3e1-ffdfc86b08a4,77.7,82.0,60.6,89.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
a62219da-1f66-402c-9c9f-e39b68e20395,e8843073-606d-40d5-a309-f67a825c73a5,69.7,74.3,49.6,83.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
76d1dbc6-bdca-4e5b-bc6b-daf5a363168b,817de8c1-c5e2-40fa-9561-2c6f470343ac,85.5,85.1,77.4,94.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
34c4d1f1-5f9b-4a74-a3b5-d049acf7d129,e9bd7e45-5a3b-460b-b29f-8bc8225ce18f,90.9,92.5,84.0,95.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
44369bd4-4d3b-4e90-a257-cfb8cc12dd6f,53efafe3-7bf0-4171-b368-f5ffdd3a0e13,62.1,66.2,58.1,60.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b3a2b3a3-3bd5-4f63-ae3b-24160c4be38f,6be14b8c-0196-4b0b-9d4b-004b38ebc617,79.0,90.3,57.4,85.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
13338d1a-30dc-46be-b868-405c6acc8a03,f28b955e-3429-4554-805f-6ae433c26064,75.6,80.9,52.8,91.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fad68799-60ff-45bd-b006-3e8a4044c1d0,607f8e96-b735-4676-bc7f-035b2e782ee7,68.8,66.5,77.2,63.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9fc67d28-5fb2-4e0c-bedd-097e0d8b31dd,916ca084-1eb5-4387-ba35-a130d7dac3b2,66.4,73.1,50.9,73.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
125afc1c-eedb-4e38-9809-aab1a25593c8,82cb0222-b361-4899-91c6-f06468d0edff,70.3,79.1,63.2,65.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
4f3921af-a83d-4bd6-ba12-7af08786ffd9,b27fbe5b-04b5-442d-b4e6-5f8118d5c9d3,60.9,60.0,77.9,45.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
135fd20d-43e1-4278-9f44-332e2a4df839,594c23e8-2de2-45bd-a891-64a7936fee4d,69.7,62.1,80.8,68.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
6c036a27-6c22-4ce8-8cbe-426836c86889,605f6266-3e4b-4fec-ac48-71e7254a94f3,82.8,79.5,84.1,86.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
35cd6e70-d94b-4d0f-8994-672f473d544d,ddc1ce58-cacc-42f1-882c-389ba58f04cb,69.0,72.6,47.4,85.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ac05c714-238e-4692-9c06-9251a37db8d4,ee45dbd4-2452-406f-8796-863b951161cc,72.3,69.6,64.2,84.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
2b71361b-54cd-46be-a0ce-59eeac09c449,24c51da0-2db2-404b-98fd-cb2f3f81025f,91.3,93.3,80.0,100.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
b41b08eb-57bb-462d-a941-99ad17a3d0bf,9f894961-776e-479d-84be-0e3d363df6a6,61.6,58.0,76.2,51.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1c185425-a73c-4c7d-aa10-57d6aab23008,c8004dfb-cc97-43b7-a424-323e26ee3428,76.6,67.2,92.1,73.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
23f3cca3-e3e6-46a9-8c0f-b0f66e58f04f,d6eb4a19-e11a-4f40-8b56-3cd47d28b15e,68.5,71.1,55.0,78.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e112b002-bf8f-4ea7-bd4d-14b49517c37c,ae34df1d-486b-46c6-8cd7-a3b2834ecc3d,76.1,84.7,46.6,94.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
c790f250-6f81-4758-9c66-9198b66309e2,5f59f791-a34e-4457-af51-b0662d210849,78.2,78.2,64.4,91.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
4155069e-3a7e-4352-a96b-8069b4287a1e,43c92216-852b-48eb-bf52-a9eb0dc34636,72.7,69.0,94.2,56.2,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
a71ea23b-bc06-45dd-a93e-675a13070be9,705321fa-cf66-440a-b638-e21a7561a2da,58.1,54.3,74.2,47.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
59632b20-dc2b-40dd-8e1c-39fc19fc7af4,f4117b48-c67c-4811-b11a-54f6915e8a0c,73.8,75.8,73.6,71.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
1a371e5c-fbe0-4ad8-b718-a334d3bf5796,55697575-391b-42dd-9dc0-dcb8731eca1e,77.4,84.5,65.2,80.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
21578902-f9c9-4821-89c6-2ffbcf20743b,c923181a-e3bd-47c1-98a3-c804899de2f4,82.8,75.1,86.2,89.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8f9c7290-0ec8-4f69-9c2f-096f8732c48c,525bfd9d-a612-44ee-8e81-ef48eabb894d,77.2,79.0,64.1,87.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d1896595-2fb7-4e41-8bdc-afbebaec2c0f,525e3275-5d08-4f97-bfa4-e5e1fe2d2e31,79.9,84.2,70.4,83.8,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ec44871c-0720-47cf-ba62-b18d6ee02557,269f24b3-58ce-47dd-8a6b-7b68527d99f2,49.9,34.1,78.5,42.3,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9488c055-f20c-4eae-b9e9-c519b164b036,6c92b071-a3aa-401f-84fa-f2275669aeb2,51.9,53.1,61.6,40.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
72129438-0028-46cd-9658-c1e51d9bca1d,0cd7a5d4-b989-4bec-af27-d0f1e33026e1,69.5,76.5,64.5,65.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
0ad900c0-bad7-481b-92e4-5acc3109bfe7,3b3fdffb-6af2-46f9-88b1-6e99ab653022,73.2,79.4,50.3,88.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
bbd58317-424d-46bf-846e-2847559d316a,c7a8bfb1-88e2-49cf-ad80-6794c2eea035,55.0,57.8,51.8,54.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
72d43b72-368e-4c36-bdf8-85f379a81e6c,96d09d25-1c92-457e-9c46-159b94f29993,60.7,60.3,72.8,49.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
58399308-a133-4072-8329-0d818469c093,88219d4a-a97b-4b75-9e38-4c94f25cd48b,66.8,62.2,77.3,62.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
961a21d6-ec0a-4978-81b7-1c21c34af3ae,4c6a4e54-667f-484b-a22d-b627e1343b1c,87.8,79.8,91.6,94.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
5e57b907-34ca-4f5a-bf7b-7b7478b6cc95,891cecd9-d673-4fe3-a79d-cafcf3664cb1,71.0,73.8,69.4,68.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e1301b22-39a6-4eaa-a30b-51bf120ae2f2,b3239f25-5c50-49dc-b7c0-fd98ab5456bf,68.2,69.1,61.4,73.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8e4af44b-e323-4d7a-8458-a09982681adb,f2953372-100a-4fc5-9f90-f6d0ea7baafb,80.9,76.7,84.3,83.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
ac8ebc15-a002-47ae-ab9a-2f9d1b0f46e6,2afc55a1-b797-47a7-8760-f16f2be416b2,73.5,80.5,53.8,83.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
bb1d2dd9-5d42-475f-9561-57bba326ff15,08e26bb3-bc5f-4891-91a5-2d9256fe731a,55.7,59.8,45.9,60.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
fcffd2c0-9028-4991-a12b-bc52c717b30f,7c75b225-ecc7-4ec6-9fb5-7cee1f85a4dd,73.8,66.5,89.7,67.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
657da694-d408-4429-876e-a2970fa38b80,b338f939-8a03-4bd6-8c8c-27ea38e89352,71.2,72.8,70.5,69.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
8a24ce08-0e6e-450d-8a53-2b3c668ebe21,afe421ff-0f62-4795-a9f6-59b87902f084,75.7,71.9,73.3,83.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
10c2bc2a-908d-4de0-ac16-168acfe13754,0965f80f-e71d-4c0c-82cb-37541a8fa081,77.6,84.3,56.7,89.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
70ca1d11-ff31-4b55-a4a8-3fdc148016b7,f350ea56-aef4-46f6-94ab-ce5a6df2bcaa,87.2,82.9,93.4,86.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
356fef74-9bb1-40dd-b49e-a376c8362d07,f4b491b5-7367-42de-957d-29c4f7698afc,65.8,57.4,93.6,49.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
9011164c-ca13-45e8-ba7e-ebf33c512752,41e1c0f7-00cd-434f-b6b7-c3dfda299dec,76.6,84.2,67.0,76.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
211cb344-54f2-4dd9-b059-9fa79e052c92,ffc9265c-ba26-4313-a79d-14992924e0dc,75.6,82.1,65.7,77.0,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e156ca46-149e-497d-bddb-89197357029a,b987ea7d-3d78-4edc-b927-48e1f021182d,58.5,62.4,47.2,64.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
21d30e44-a0d6-43d7-b91d-8456a2dfefed,cc90fb96-7463-4d10-bc28-6b09b8723b95,79.0,83.7,70.8,80.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
75c95ece-5992-4241-a08a-6391b579e9e1,5ce13428-091e-40df-9206-b680c38f7a6f,67.0,72.2,65.5,61.5,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
78c774a7-623a-4f80-9179-81f4c3bedd2c,36910642-f09b-4218-b99b-4979269fed62,70.0,80.8,48.4,77.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e894ee20-ce40-47c7-82e5-8940becad92f,785d959e-1fcb-4e0b-80ac-961a576e2de7,56.2,52.1,75.3,42.4,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
c16c089f-1424-4160-ae65-e85fd9585e4c,c1aa5d90-bb65-4ca3-9dce-d9b2f185bb1a,87.6,91.8,79.9,89.7,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
d4cd3602-f90b-4a40-aa87-6d06c8bd276d,b8bab9af-cec0-4a8b-85fc-d98b5443a947,65.1,70.7,49.2,73.6,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
e516f77f-923c-4dd4-8148-d82777df1237,6585b4ba-0efa-4103-b2fa-7f62774055bc,82.9,89.6,71.0,85.9,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
f7a12d8a-52b0-4878-ba98-a0635fa948aa,ad04154a-c106-4cf2-a684-45f47fe77998,69.8,73.1,66.2,69.1,"[""Practice Data Structures on LeetCode"", ""Complete AWS Cloud Certification""]"
