id,student_id,title,category,description,achieved_on,issuing_organization,proof_url
8078d1a4-f671-4159-8224-77bd84c338d4,967e9c59-a0a5-4c88-a46d-25b7fcdf0d4b,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2026-07-22,AICTE,https://uei-proofs.s3.amazonaws.com/ach-3640b277.pdf
e3108e02-044b-4593-b882-aaf4286751d7,967e9c59-a0a5-4c88-a46d-25b7fcdf0d4b,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2024-07-22,SKIT,https://uei-proofs.s3.amazonaws.com/ach-0c46a73d.pdf
d9c400b1-e31b-4f06-a2b5-16e07107f740,facb6741-3b79-475c-8523-b8c4a0ed17d9,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2025-06-01,External Body,https://uei-proofs.s3.amazonaws.com/ach-0fcc17a7.pdf
fdc5eafe-6454-4488-932b-591860da7eb8,3a834626-4b2d-40ad-af64-391d6d26242d,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2025-12-27,AWS,https://uei-proofs.s3.amazonaws.com/ach-9155abed.pdf
6ce152fa-593b-45ec-86d3-f703ae06e8da,3a834626-4b2d-40ad-af64-391d6d26242d,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2025-04-19,AWS,https://uei-proofs.s3.amazonaws.com/ach-371153db.pdf
fab6966f-4c4c-4e91-a463-17970820b974,3a834626-4b2d-40ad-af64-391d6d26242d,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2026-01-12,AICTE,https://uei-proofs.s3.amazonaws.com/ach-6a21d070.pdf
bdaa1483-d834-40b6-8e0d-4c16a9d34431,fe2ab766-c230-4fea-94cd-c699bfe2124d,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2025-01-10,AWS,https://uei-proofs.s3.amazonaws.com/ach-c21c355c.pdf
9ad2967a-1c7b-47d8-816e-459f24bddc03,fe2ab766-c230-4fea-94cd-c699bfe2124d,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2026-02-21,SKIT,https://uei-proofs.s3.amazonaws.com/ach-811689e6.pdf
d35eaf83-ea32-4c6d-8516-e3a7962f2670,9467a5a0-7ccc-416c-8cae-944aed9f9320,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2025-10-02,SKIT,https://uei-proofs.s3.amazonaws.com/ach-199ce0f5.pdf
859c5d49-28df-4b31-a9d9-488ca5b154ce,19e7e30a-9014-48e2-97a8-a82136a65209,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2024-08-10,External Body,https://uei-proofs.s3.amazonaws.com/ach-1ea4add1.pdf
b0de92f9-bfa1-464a-b761-7f93ebc36278,19e7e30a-9014-48e2-97a8-a82136a65209,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2026-05-27,Google,https://uei-proofs.s3.amazonaws.com/ach-c65fa846.pdf
bb5aa7d4-9cba-40ea-aee2-b823aa380b9a,ce7c0672-b2c4-47ee-a04c-b9c605806d05,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-07-27,IEEE,https://uei-proofs.s3.amazonaws.com/ach-fba6243d.pdf
e15c0ad2-f3c6-478b-bbc0-e6ec38ab76ea,ce7c0672-b2c4-47ee-a04c-b9c605806d05,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2024-08-10,AWS,https://uei-proofs.s3.amazonaws.com/ach-7af1ae9c.pdf
e9a107f6-b6ba-4fbe-bf8f-ad9883cc23a8,1f111f32-6dea-4fb2-8266-3afcc57e1bda,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2025-02-01,Google,https://uei-proofs.s3.amazonaws.com/ach-51886503.pdf
fa7a0cd8-cc9f-490a-ab9f-2f79708ddf60,5c7d2b4f-8d36-4f85-bc52-905eb86c5725,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-07-03,SKIT,https://uei-proofs.s3.amazonaws.com/ach-e8b5c308.pdf
09424ba3-0352-4b85-af46-ebd1a924964d,5c7d2b4f-8d36-4f85-bc52-905eb86c5725,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2026-01-29,External Body,https://uei-proofs.s3.amazonaws.com/ach-c95233f2.pdf
ff2526c9-f158-4f7e-8db9-8328a09f3865,40a61690-bf42-4f59-b592-9457a1d8c464,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2025-01-02,SKIT,https://uei-proofs.s3.amazonaws.com/ach-3a1a5f50.pdf
906c9947-3889-43c8-9dd4-a9a99811f500,ff722687-67d6-48c9-9bc2-b0310632a222,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2026-01-23,AWS,https://uei-proofs.s3.amazonaws.com/ach-d283a003.pdf
b666412f-936c-4fa5-934b-b877120af1d1,3afa5079-75dc-467c-9d00-4ffc5a3d10aa,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2024-11-21,AWS,https://uei-proofs.s3.amazonaws.com/ach-ad36792b.pdf
55ce1e38-497e-4a98-bf61-09c6b8f14303,819fbb44-a47d-4268-b4fe-07a08755c05e,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2026-04-29,AICTE,https://uei-proofs.s3.amazonaws.com/ach-5675669f.pdf
1083cd0b-da79-415b-b08b-dc8c728c4fed,800dadeb-a4b5-4ab3-91c8-1725ae3fdb6b,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2026-03-01,SKIT,https://uei-proofs.s3.amazonaws.com/ach-8178c4e5.pdf
86e3a492-0915-4070-992b-8baa51932d87,800dadeb-a4b5-4ab3-91c8-1725ae3fdb6b,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2025-03-22,External Body,https://uei-proofs.s3.amazonaws.com/ach-b7000ba4.pdf
c15d01e3-3b25-4e20-9128-969c7f64c2a5,e8843073-606d-40d5-a309-f67a825c73a5,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2026-03-12,SKIT,https://uei-proofs.s3.amazonaws.com/ach-f0fbde3a.pdf
e2ea59fd-75db-40cd-92a7-2ec74de405eb,817de8c1-c5e2-40fa-9561-2c6f470343ac,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2026-06-11,AICTE,https://uei-proofs.s3.amazonaws.com/ach-8882da3c.pdf
db0ba66a-9e8b-4f7d-a28d-36d5a46f3bf7,53efafe3-7bf0-4171-b368-f5ffdd3a0e13,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-03-14,SKIT,https://uei-proofs.s3.amazonaws.com/ach-468c547f.pdf
1aa95024-1cb5-4baa-b27f-4239ba021e1b,53efafe3-7bf0-4171-b368-f5ffdd3a0e13,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2025-06-22,AWS,https://uei-proofs.s3.amazonaws.com/ach-6d3dbfe0.pdf
51507b1e-2a74-428b-ac22-3d873a5b2023,6be14b8c-0196-4b0b-9d4b-004b38ebc617,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2025-08-15,Google,https://uei-proofs.s3.amazonaws.com/ach-99aea0cd.pdf
1f29baec-ad98-4e9e-87f2-85a44b76df5b,f28b955e-3429-4554-805f-6ae433c26064,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2025-04-28,External Body,https://uei-proofs.s3.amazonaws.com/ach-16e17244.pdf
c1faac0e-8cde-4763-88a2-2c9728f6faf8,916ca084-1eb5-4387-ba35-a130d7dac3b2,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-04-15,Google,https://uei-proofs.s3.amazonaws.com/ach-fd178fa1.pdf
a3427c0b-cc3e-4049-88f7-db1225c68f0b,82cb0222-b361-4899-91c6-f06468d0edff,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2025-08-09,External Body,https://uei-proofs.s3.amazonaws.com/ach-97959512.pdf
64dcb390-03d8-453d-a106-a4607364699f,82cb0222-b361-4899-91c6-f06468d0edff,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2026-03-30,AWS,https://uei-proofs.s3.amazonaws.com/ach-51a0ae45.pdf
bb258e6d-2d07-469a-bd30-eefa78c011e9,594c23e8-2de2-45bd-a891-64a7936fee4d,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2026-04-17,AWS,https://uei-proofs.s3.amazonaws.com/ach-9864938c.pdf
58909463-801a-46ba-9101-f931918fb06f,605f6266-3e4b-4fec-ac48-71e7254a94f3,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2026-06-18,AWS,https://uei-proofs.s3.amazonaws.com/ach-6b63cdf0.pdf
8a6eda91-d6c6-4443-9ab2-d33b00487049,605f6266-3e4b-4fec-ac48-71e7254a94f3,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2024-10-23,AICTE,https://uei-proofs.s3.amazonaws.com/ach-ca1d0dc7.pdf
739446f7-bb74-407c-ab31-e5557da1b2d7,605f6266-3e4b-4fec-ac48-71e7254a94f3,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-01-05,External Body,https://uei-proofs.s3.amazonaws.com/ach-450e63b0.pdf
69b7756a-1d26-43a5-b900-a6358eec98c3,ee45dbd4-2452-406f-8796-863b951161cc,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2026-02-20,AICTE,https://uei-proofs.s3.amazonaws.com/ach-b02eca84.pdf
21d49da5-0a92-4d94-9fc2-cf7a9ce5255b,24c51da0-2db2-404b-98fd-cb2f3f81025f,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-07-11,AWS,https://uei-proofs.s3.amazonaws.com/ach-727ba101.pdf
d34d65e2-4a18-440e-8372-cd6fcc18e5ca,24c51da0-2db2-404b-98fd-cb2f3f81025f,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2025-05-21,IEEE,https://uei-proofs.s3.amazonaws.com/ach-b729bdda.pdf
3b6b68c1-d7cc-4ea2-bdf4-78450937bcae,43c92216-852b-48eb-bf52-a9eb0dc34636,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2026-06-13,AWS,https://uei-proofs.s3.amazonaws.com/ach-689604f9.pdf
dccb1ae0-9f8f-456b-a92a-8c8f440740b1,f4117b48-c67c-4811-b11a-54f6915e8a0c,Hack36 Winner,HACKATHON,Achievement recorded under Hackathon category.,2026-07-06,AWS,https://uei-proofs.s3.amazonaws.com/ach-893bd4e8.pdf
2a7597ec-c5d2-4ea5-b923-03067689883a,55697575-391b-42dd-9dc0-dcb8731eca1e,Hack36 Winner,HACKATHON,Achievement recorded under Hackathon category.,2026-02-02,Google,https://uei-proofs.s3.amazonaws.com/ach-3987aed5.pdf
9784d268-a572-4db1-ad41-bf707efbfbd0,55697575-391b-42dd-9dc0-dcb8731eca1e,Hack36 Winner,HACKATHON,Achievement recorded under Hackathon category.,2026-07-16,External Body,https://uei-proofs.s3.amazonaws.com/ach-c6b3ca62.pdf
2d2e8504-2987-4f37-9811-e8f155759739,c923181a-e3bd-47c1-98a3-c804899de2f4,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2026-05-15,Google,https://uei-proofs.s3.amazonaws.com/ach-8ffdcb23.pdf
5609e347-1fa1-4e5d-8e5b-35c1b282339a,525e3275-5d08-4f97-bfa4-e5e1fe2d2e31,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2026-05-14,External Body,https://uei-proofs.s3.amazonaws.com/ach-526a6f19.pdf
648a1fbb-3021-4221-8323-193ce851545a,0cd7a5d4-b989-4bec-af27-d0f1e33026e1,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2026-02-25,Google,https://uei-proofs.s3.amazonaws.com/ach-bbc26c2c.pdf
25541d9f-2a41-4594-86de-fabd5f990dd6,0cd7a5d4-b989-4bec-af27-d0f1e33026e1,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2026-05-10,External Body,https://uei-proofs.s3.amazonaws.com/ach-6810f2bc.pdf
e8211a6e-a342-4b36-92d2-388d9fafaea0,96d09d25-1c92-457e-9c46-159b94f29993,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2024-09-29,External Body,https://uei-proofs.s3.amazonaws.com/ach-dd63818d.pdf
aacb8207-4c02-418b-9a42-e904b01abf62,96d09d25-1c92-457e-9c46-159b94f29993,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2025-03-31,Google,https://uei-proofs.s3.amazonaws.com/ach-2731a758.pdf
f9ab1c8e-5d1e-488a-b931-739ab46a593c,4c6a4e54-667f-484b-a22d-b627e1343b1c,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-05-18,Google,https://uei-proofs.s3.amazonaws.com/ach-2878dde4.pdf
66fe1563-d316-4f66-8eb9-041f95be4362,b3239f25-5c50-49dc-b7c0-fd98ab5456bf,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-09-01,AWS,https://uei-proofs.s3.amazonaws.com/ach-cc4714bf.pdf
27d54e48-0280-4e83-98ce-0e966e1c5497,b3239f25-5c50-49dc-b7c0-fd98ab5456bf,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2025-09-15,IEEE,https://uei-proofs.s3.amazonaws.com/ach-ec8e8d5a.pdf
a2d3798a-6ff2-4302-aae5-55c15d95b411,b3239f25-5c50-49dc-b7c0-fd98ab5456bf,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2026-07-11,Google,https://uei-proofs.s3.amazonaws.com/ach-ab93d32a.pdf
1da06b22-1045-47da-ba76-2a7030730a3e,2afc55a1-b797-47a7-8760-f16f2be416b2,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2024-12-07,SKIT,https://uei-proofs.s3.amazonaws.com/ach-71e90801.pdf
6f07bf27-01f0-47ea-99b1-a0a63a797fb7,2afc55a1-b797-47a7-8760-f16f2be416b2,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-07-19,External Body,https://uei-proofs.s3.amazonaws.com/ach-353f0393.pdf
be126d26-16bc-4ed9-958b-4a1ca45aba5d,08e26bb3-bc5f-4891-91a5-2d9256fe731a,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-05-04,SKIT,https://uei-proofs.s3.amazonaws.com/ach-bbf5bd46.pdf
7c8439c2-8849-487c-98ef-dc6adfbcb3d6,08e26bb3-bc5f-4891-91a5-2d9256fe731a,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2026-02-23,SKIT,https://uei-proofs.s3.amazonaws.com/ach-1b2d1955.pdf
8fa4b753-c7f2-440a-96c0-9ecb9d9c27e1,0965f80f-e71d-4c0c-82cb-37541a8fa081,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2025-03-03,SKIT,https://uei-proofs.s3.amazonaws.com/ach-bd07a855.pdf
728a43cb-9d7b-4c04-8c2d-d6ba268b5c56,41e1c0f7-00cd-434f-b6b7-c3dfda299dec,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2024-12-24,IEEE,https://uei-proofs.s3.amazonaws.com/ach-3a75a399.pdf
4dd114f0-bbb0-47c9-99cd-168f99202ca9,41e1c0f7-00cd-434f-b6b7-c3dfda299dec,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2024-12-13,External Body,https://uei-proofs.s3.amazonaws.com/ach-a8a6e079.pdf
aa7da60b-23f9-483f-ad4f-a10d5348099d,41e1c0f7-00cd-434f-b6b7-c3dfda299dec,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2025-07-11,Google,https://uei-proofs.s3.amazonaws.com/ach-915e03c1.pdf
ac102750-47fe-41ce-9e3c-08017c47657a,cc90fb96-7463-4d10-bc28-6b09b8723b95,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2026-07-11,AICTE,https://uei-proofs.s3.amazonaws.com/ach-8d72784d.pdf
064ac70a-c304-4305-b7fb-8cfedec33cd2,5ce13428-091e-40df-9206-b680c38f7a6f,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-08-16,Google,https://uei-proofs.s3.amazonaws.com/ach-05c8ed19.pdf
d6704ef6-5443-47ac-af3f-17fa050ba529,785d959e-1fcb-4e0b-80ac-961a576e2de7,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2024-08-03,AICTE,https://uei-proofs.s3.amazonaws.com/ach-77176edc.pdf
6303e5cb-404c-4bc2-bf21-e2ece1d1c204,ad04154a-c106-4cf2-a684-45f47fe77998,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2024-08-15,IEEE,https://uei-proofs.s3.amazonaws.com/ach-790a9864.pdf
c63b5d4b-2251-4fb0-9860-90f0f58b0be5,7e1c7acb-1e20-44c4-ab78-3b91209ab38c,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2024-11-11,External Body,https://uei-proofs.s3.amazonaws.com/ach-5457e271.pdf
f5566122-f330-495e-a1e0-a753814f789f,7e1c7acb-1e20-44c4-ab78-3b91209ab38c,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2024-06-11,AICTE,https://uei-proofs.s3.amazonaws.com/ach-bd926f9e.pdf
8ad07132-eb8c-443b-8e59-52b35cf15042,7e1c7acb-1e20-44c4-ab78-3b91209ab38c,Hack36 Winner,HACKATHON,Achievement recorded under Hackathon category.,2024-10-15,SKIT,https://uei-proofs.s3.amazonaws.com/ach-3ce70941.pdf
4f869185-222a-4541-9e4b-4c780b8443c2,cf19dc5f-51b9-42eb-af79-69c2aa5ee4aa,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2024-08-10,AWS,https://uei-proofs.s3.amazonaws.com/ach-dacaff08.pdf
5b99020d-42c7-463c-a4e0-49f14224274a,286568cd-4515-4b98-992b-00e46c8c836c,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2026-04-23,SKIT,https://uei-proofs.s3.amazonaws.com/ach-8eb6843b.pdf
7db1daa6-3731-44aa-9087-dfd571702ae7,74a9e869-de7e-4294-a9db-43bf84ddaf50,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2026-03-01,SKIT,https://uei-proofs.s3.amazonaws.com/ach-6e36eaee.pdf
b66a3050-3a46-4327-9cbf-e8009a74b82a,9e293433-408a-418e-8ff2-806f73d0e249,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-04-10,SKIT,https://uei-proofs.s3.amazonaws.com/ach-36a60146.pdf
c0415e38-4570-4079-9bfb-3c8db554f4f3,eb76e531-fa90-469e-807c-bc232e0a73a0,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2025-06-18,IEEE,https://uei-proofs.s3.amazonaws.com/ach-5a29c553.pdf
0e8952fb-251e-4102-9c32-e66273c9bf52,eb76e531-fa90-469e-807c-bc232e0a73a0,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2025-12-24,AWS,https://uei-proofs.s3.amazonaws.com/ach-b2265fd2.pdf
277b9340-7b93-4d0c-b90c-52ba76f18544,4e4c8b4b-d8d8-4340-a928-ed77716572f8,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2025-10-31,External Body,https://uei-proofs.s3.amazonaws.com/ach-79a2f894.pdf
852a53d6-1b50-4777-bcc4-b8799452ef8e,4e4c8b4b-d8d8-4340-a928-ed77716572f8,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2026-05-04,SKIT,https://uei-proofs.s3.amazonaws.com/ach-8f2aa5fb.pdf
5c311f7b-d681-4485-b049-a6bc931ba8af,09ab8c69-e158-497e-b0f1-18edb7e33844,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-04-25,SKIT,https://uei-proofs.s3.amazonaws.com/ach-e7beca6a.pdf
5c008605-fb7d-4db7-b905-e752f237d33a,4631783f-6689-4100-8df2-5ebc7dea0217,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2025-09-12,AWS,https://uei-proofs.s3.amazonaws.com/ach-cae0e07f.pdf
4cb5d2ce-4890-4192-ae90-9dd2a2fc5253,f019617f-cd5c-4e91-bca2-900a999cc88d,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-07-20,SKIT,https://uei-proofs.s3.amazonaws.com/ach-78150a88.pdf
d0a610eb-08ad-4628-af8f-0a823b1e52f0,4981a16c-f0a6-4d1f-af86-19b8271119fb,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2026-02-23,Google,https://uei-proofs.s3.amazonaws.com/ach-f69e8842.pdf
6474a36f-18a3-4faa-9251-ef84f441fd95,4981a16c-f0a6-4d1f-af86-19b8271119fb,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2026-04-13,Google,https://uei-proofs.s3.amazonaws.com/ach-8f4eaeb6.pdf
4d241f8e-ac40-48a8-9da7-7d16ede3c631,1f2799e2-b7a3-43e0-96af-278ded92706b,Google Data Analytics Certificate,CERTIFICATION,Achievement recorded under Certification category.,2024-06-28,IEEE,https://uei-proofs.s3.amazonaws.com/ach-03028196.pdf
d4e2c410-624e-4227-bb95-b5f56e183106,7b8cc207-4ff5-463d-8845-5150e15188ed,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2025-01-30,External Body,https://uei-proofs.s3.amazonaws.com/ach-1fa5670b.pdf
c1cb2d5d-3c6c-445b-bf66-a71e429c4980,7b8cc207-4ff5-463d-8845-5150e15188ed,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2025-12-08,IEEE,https://uei-proofs.s3.amazonaws.com/ach-33db3221.pdf
355c6fe7-f826-438e-8a1a-7f7074ec6d14,7b8cc207-4ff5-463d-8845-5150e15188ed,IEEE Conference Paper - Co-author,PUBLICATION,Achievement recorded under Publication category.,2025-10-26,Google,https://uei-proofs.s3.amazonaws.com/ach-e746c9dd.pdf
3abc94ea-490b-42a4-8b9e-d128713c68d9,28b93a89-7cb4-403e-a8ce-0d9bbd87f691,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2026-03-05,SKIT,https://uei-proofs.s3.amazonaws.com/ach-32ca9171.pdf
b557763e-3b5a-443e-9031-d077f0a4d567,6f2b827b-863f-491b-9acc-19c18d37bd84,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2026-04-16,SKIT,https://uei-proofs.s3.amazonaws.com/ach-f7bd4363.pdf
b47c2e20-04f6-4ccf-af30-6175513f031e,221669e9-e71e-4825-af5b-d1b515e49a44,LeetCode Contest Rank,CONTEST,Achievement recorded under Contest category.,2024-09-22,SKIT,https://uei-proofs.s3.amazonaws.com/ach-d68bc608.pdf
b97cf470-47df-4ae5-9e8a-8d130584762f,221669e9-e71e-4825-af5b-d1b515e49a44,AWS Cloud Practitioner,CERTIFICATION,Achievement recorded under Certification category.,2024-11-23,SKIT,https://uei-proofs.s3.amazonaws.com/ach-c3e3219b.pdf
a3d79db2-11aa-4690-bf8c-8ffb9edcb525,221669e9-e71e-4825-af5b-d1b515e49a44,University Badminton Championship,SPORTS,Achievement recorded under Sports category.,2026-03-28,AWS,https://uei-proofs.s3.amazonaws.com/ach-3266ca28.pdf
fcdc0892-4eb7-44f7-948f-d03e1da6678a,597ff28d-ef88-446d-b634-40115022cddb,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-05-01,External Body,https://uei-proofs.s3.amazonaws.com/ach-a22168d2.pdf
9740bc09-4cd2-41b8-95d2-b4e09072b7fb,3d9eab84-39bd-4398-924e-d4bde31ceafa,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-05-11,Google,https://uei-proofs.s3.amazonaws.com/ach-7a86ab1a.pdf
19274eff-4533-4d00-a6aa-1beb00984a0e,3d9eab84-39bd-4398-924e-d4bde31ceafa,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2026-04-09,AWS,https://uei-proofs.s3.amazonaws.com/ach-9fcee173.pdf
d12ca207-4d9d-4499-ade5-3cbdd2e64246,4190d31a-0ed0-4f22-8498-cf43b734c782,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2025-03-18,IEEE,https://uei-proofs.s3.amazonaws.com/ach-83df5158.pdf
1692c098-3fe8-4694-830f-92d98b752503,4190d31a-0ed0-4f22-8498-cf43b734c782,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2025-03-12,SKIT,https://uei-proofs.s3.amazonaws.com/ach-1e030760.pdf
d9e6da73-ccfb-41ae-88a8-e283a2e9a7f7,43a6e46f-f294-4f23-89b9-dd31fb580802,Technical Club Core Member,CLUB,Achievement recorded under Club category.,2025-10-29,Google,https://uei-proofs.s3.amazonaws.com/ach-356e24aa.pdf
e0e177e7-b4cd-481d-9bd1-e1e5c6142830,ed2feb61-97ae-4b20-b7be-e01ed50f1ba8,College Hackathon - 2nd Place,HACKATHON,Achievement recorded under Hackathon category.,2025-07-29,Google,https://uei-proofs.s3.amazonaws.com/ach-afccc6e5.pdf
81ea3d75-3d90-4499-9c64-198bac600134,47f0954e-0841-4647-a4b4-a4d0147ce704,CodeChef Div 2 - Top 10%,CONTEST,Achievement recorded under Contest category.,2026-06-28,AWS,https://uei-proofs.s3.amazonaws.com/ach-144d9961.pdf
712f76f1-8f63-4181-a187-db7549e98c80,9c79d479-580b-46c7-83d4-663448d73a61,Smart India Hackathon - Finalist,HACKATHON,Achievement recorded under Hackathon category.,2025-08-03,Google,https://uei-proofs.s3.amazonaws.com/ach-6c6da24c.pdf
53b5f1d6-3101-4b03-bdb5-eda8d77a5064,7cdbec41-40fc-45b1-baa0-866168310536,Research paper on ML applications,PUBLICATION,Achievement recorded under Publication category.,2025-10-22,IEEE,https://uei-proofs.s3.amazonaws.com/ach-7be2df73.pdf
f25e4d5e-1d90-4d09-a830-adae8cb56748,d00062e1-e7e7-46ba-b3a5-f49d715c3572,Inter-college Cricket Tournament - Runner-up,SPORTS,Achievement recorded under Sports category.,2024-06-25,IEEE,https://uei-proofs.s3.amazonaws.com/ach-fce9b0a1.pdf
f750a777-361b-4561-a949-4f2367e003ed,695b2bea-7c3e-49c5-8fb2-aa5b5c80247b,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2024-10-26,IEEE,https://uei-proofs.s3.amazonaws.com/ach-f6f38814.pdf
3484a3e5-d28e-4a91-854a-ea31d7c630ab,7e56aac0-31c2-4f6d-98f5-df7a51a7ad31,GeeksforGeeks Coding Contest,CONTEST,Achievement recorded under Contest category.,2025-09-17,AWS,https://uei-proofs.s3.amazonaws.com/ach-1c14454d.pdf
30ac025e-60bb-4f2a-8813-a12c8d8eb9b6,7e56aac0-31c2-4f6d-98f5-df7a51a7ad31,Coding Club Event Organizer,CLUB,Achievement recorded under Club category.,2024-10-18,External Body,https://uei-proofs.s3.amazonaws.com/ach-1f658e4f.pdf
4b6a8a4b-cc04-46a5-a8e7-868ee10f680a,96958bf5-8838-42cd-9d27-5ff54cef8c52,Hack36 Winner,HACKATHON,Achievement recorded under Hackathon category.,2024-07-29,External Body,https://uei-proofs.s3.amazonaws.com/ach-3d10bfd0.pdf
